iter	Passed	Remaining
265	6383	17613
266	6410	17598
267	6431	17565
268	6452	17533
269	6473	17501
270	6494	17470
271	6518	17447
272	6544	17429
273	6569	17405
274	6589	17371
275	6615	17352
276	6635	17318
277	6658	17291
278	6679	17261
279	6699	17228
280	6721	17198
281	6742	17167
282	6763	17136
283	6784	17105
284	6808	17081
285	6829	17051
286	6850	17019
287	6871	16988
288	6896	16966
289	6916	16934
290	6939	16907
291	6957	16870
292	6980	16842
293	6999	16809
294	7022	16783
295	7043	16752
296	7066	16726
297	7090	16702
298	7111	16673
299	7136	16651
300	7159	16625
301	7181	16597
302	7200	16563
303	7223	16536
304	7244	16507
305	7269	16488
306	7290	16457
307	7315	16435
308	7334	16402
309	7366	16397
310	7386	16364
311	7406	16332
312	7429	16307
313	7449	16274
314	7472	16250
315	7495	16224
316	7514	16191
317	7536	16163
318	7562	16144
319	7583	16115
320	7603	16082
321	7629	16064
322	7651	16037
323	7676	16016
324	7697	15987
325	7718	15958
326	7738	15927
327	7762	15903
328	7783	15874
329	7805	15847
330	7825	15816
331	7856	15808
332	7878	15780
333	7897	15748
334	7922	15727
335	7943	15698
336	7966	15672
337	7986	15643
338	8009	15616
339	8027	15583
340	8053	15564
341	8073	15532
342	8096	15508
343	8118	15482
344	8142	15458
345	8164	15431
346	8188	15409
347	8211	15384
348	8233	15358
349	8258	15336
350	8280	15311
351	8304	15287
352	8327	15262
353	8353	15244
354	8374	15214
355	8396	15188
356	8417	15160
357	8443	15142
358	8464	15114
359	8485	15084
360	8509	15062
361	8527	15029
362	8549	15003
363	8572	14977
364	8594	14952
365	8617	14926
366	8635	14895
367	8657	14868
368	8677	14838
369	8698	14811
370	8721	14786
371	8742	14759
372	8763	14731
373	8787	14708
374	8816	14693
375	8837	14666
376	8858	14638
377	8882	14616
378	8906	14594
379	8928	14567
380	8951	14543
381	8972	14516
382	8994	14489
383	9015	14461
384	9033	14430
385	9054	14403
386	9078	14379
387	9099	14352
388	9121	14327
389	9143	14301
390	9170	14283
391	9190	14254
392	9213	14230
393	9235	14204
394	9259	14182
395	9283	14159
396	9304	14132
397	9334	14119
398	9354	14090
399	9377	14066
400	9397	14038
401	9419	14011
402	9441	13986
403	9462	13959
404	9482	13930
405	9504	13905
406	9530	13886
407	9551	13858
408	9570	13829
409	9589	13799
410	9619	13786
411	9639	13757
412	9662	13732
413	9691	13718
414	9716	13697
415	9739	13673
416	9760	13646
417	9784	13623
418	9807	13599
419	9838	13586
420	9860	13560
421	9884	13538
422	9908	13515
423	9933	13493
424	9955	13469
425	9982	13450
426	10004	13424
427	10027	13401
428	10048	13375
429	10071	13350
430	10096	13328
431	10122	13309
432	10147	13287
433	10167	13259
434	10191	13236
435	10210	13207
436	10231	13181
437	10258	13162
438	10278	13135
439	10300	13109
440	10320	13081
441	10343	13058
442	10363	13030
443	10388	13008
444	10420	12996
445	10442	12971
446	10465	12947
447	10485	12919
448	10507	12894
449	10532	12873
450	10554	12848
451	10575	12821
452	10594	12793
453	10630	12784
454	10650	12757
455	10670	12730
456	10689	12701
457	10713	12678
458	10734	12652
459	10755	12626
460	10777	12600
461	10800	12577
462	10823	12553
463	10846	12529
464	10868	12504
465	10900	12491
466	10921	12465
467	10949	12446
468	10971	12421
469	10992	12396
470	11018	12375
471	11040	12350
472	11064	12327
473	11090	12306
474	11113	12283
475	11133	12256
476	11159	12235
477	11182	12212
478	11204	12187
479	11236	12173
480	11260	12150
481	11281	12123
482	11302	12098
483	11324	12072
484	11345	12047
485	11373	12028
486	11392	12000
487	11411	11973
488	11439	11954
489	11460	11927
490	11480	11901
491	11502	11876
492	11524	11851
493	11546	11826
494	11569	11802
495	11591	11778
496	11616	11756
497	11638	11731
498	11657	11704
499	11682	11682
500	11703	11656
501	11724	11631
502	11749	11608
503	11773	11587
504	11797	11563
505	11821	11540
506	11842	11515
507	11865	11492
508	11885	11464
509	11907	11440
510	11927	11413
511	11947	11387
512	11972	11365
513	11992	11338
514	12018	11318
515	12039	11292
516	12062	11269
517	12085	11245
518	12109	11222
519	12130	11197
520	12158	11178
521	12180	11153
522	12201	11128
523	12226	11106
524	12251	11085
525	12272	11059
526	12292	11033
527	12313	11007
528	12333	10981
529	12351	10953
530	12372	10928
531	12395	10904
532	12419	10881
533	12439	10855
534	12459	10829
535	12483	10806
536	12508	10784
537	12531	10761
538	12554	10738
539	12577	10714
540	12597	10688
541	12619	10663
542	12645	10642
543	12668	10619
544	12694	10597
545	12713	10571
546	12734	10546
547	12759	10524
548	12786	10504
549	12809	10480
550	12833	10457
551	12852	10430
552	12873	10406
553	12894	10381
554	12920	10359
555	12941	10334
556	12965	10311
557	12987	10287
558	13005	10260
559	13029	10237
560	13054	10215
561	13074	10189
562	13094	10163
563	13117	10140
564	13135	10113
565	13158	10089
566	13181	10066
567	13201	10040
568	13224	10017
569	13244	9991
570	13261	9963
571	13284	9939
572	13307	9916
573	13327	9891
574	13347	9865
575	13370	9842
576	13393	9818
577	13416	9795
578	13434	9768
579	13455	9743
580	13477	9719
581	13499	9695
582	13522	9671
583	13540	9645
584	13564	9622
585	13586	9598
586	13605	9572
587	13625	9546
588	13647	9523
589	13667	9498
590	13690	9474
591	13711	9449
592	13734	9426
593	13755	9401
594	13777	9377
595	13798	9353
596	13819	9328
597	13840	9304
598	13862	9280
599	13882	9254
600	13907	9233
601	13934	9212
602	13963	9193
603	13985	9169
604	14009	9146
605	14028	9120
606	14049	9096
607	14070	9071
608	14092	9047
609	14116	9025
610	14139	9001
611	14158	8976
612	14181	8953
613	14203	8929
614	14224	8904
615	14248	8882
616	14272	8859
617	14295	8836
618	14320	8814
619	14342	8790
620	14362	8765
621	14386	8743
622	14409	8719
623	14431	8695
624	14455	8673
625	14481	8651
626	14506	8629
627	14527	8605
628	14552	8583
629	14576	8560
630	14601	8538
631	14622	8514
632	14646	8491
633	14667	8467
634	14688	8443
635	14713	8420
636	14737	8398
637	14759	8374
638	14783	8352
639	14805	8328
640	14827	8304
641	14848	8279
642	14874	8258
643	14894	8233
644	14914	8208
645	14933	8183
646	14961	8163
647	14984	8139
648	15002	8113
649	15025	8090
650	15047	8066
651	15068	8042
652	15090	8019
653	15115	7996
654	15137	7973
655	15158	7948
656	15178	7924
657	15200	7900
658	15223	7877
659	15246	7854
660	15267	7830
661	15291	7807
662	15312	7783
663	15333	7758
664	15353	7734
665	15375	7710
666	15394	7685
667	15416	7661
668	15436	7637
669	15457	7613
670	15478	7589
671	15498	7564
672	15523	7542
673	15545	7518
674	15563	7493
675	15583	7469
676	15607	7446
677	15626	7421
678	15647	7397
679	15671	7374
680	15693	7351
681	15715	7327
682	15734	7302
683	15756	7279
684	15778	7255
685	15798	7231
686	15822	7208
687	15844	7185
688	15864	7160
689	15884	7136
690	15909	7114
691	15933	7091
692	15954	7067
693	15975	7043
694	15997	7020
695	16023	6998
696	16046	6975
697	16064	6950
698	16085	6926
699	16112	6905
700	16135	6882
701	16158	6859
702	16181	6836
703	16202	6812
704	16225	6789
705	16242	6764
706	16266	6741
707	16288	6717
708	16308	6693
709	16327	6669
710	16347	6644
711	16369	6621
712	16388	6596
713	16409	6572
714	16432	6550
715	16454	6526
716	16476	6503
717	16501	6481
718	16524	6458
719	16544	6433
720	16564	6410
721	16586	6386
722	16609	6363
723	16629	6339
724	16651	6315
725	16675	6293
726	16698	6270
727	16723	6248
728	16741	6223
729	16765	6200
730	16786	6177
731	16812	6155
732	16832	6131
733	16855	6108
734	16875	6084
735	16896	6060
736	16916	6036
737	16939	6013
738	16964	5991
739	16982	5966
740	17005	5943
741	17025	5919
742	17045	5895
743	17068	5872
744	17090	5849
745	17109	5825
746	17128	5801
747	17147	5776
748	17172	5754
749	17194	5731
750	17215	5707
751	17236	5684
752	17257	5660
753	17276	5636
754	17295	5612
755	17320	5590
756	17342	5567
757	17362	5543
758	17382	5519
759	17403	5495
760	17423	5472
761	17445	5448
762	17468	5425
763	17494	5403
764	17517	5381
765	17541	5358
766	17563	5335
767	17582	5311
768	17606	5288
769	17628	5265
770	17654	5243
771	17677	5220
772	17698	5197
773	17721	5174
774	17742	5151
775	17763	5127
776	17785	5104
777	17807	5081
778	17827	5057
779	17848	5034
780	17866	5009
781	17886	4986
782	17913	4964
783	17938	4942
784	17960	4919
785	17989	4897
786	18010	4874
787	18030	4850
788	18064	4830
789	18087	4807
790	18106	4784
791	18126	4760
792	18153	4738
793	18172	4714
794	18193	4691
795	18212	4667
796	18237	4645
797	18258	4621
798	18279	4598
799	18302	4575
800	18324	4552
801	18344	4529
802	18364	4505
803	18390	4483
804	18411	4460
805	18433	4436
806	18455	4413
807	18478	4390
808	18500	4367
809	18521	4344
810	18546	4322
811	18567	4298
812	18589	4275
813	18612	4252
814	18635	4230
815	18656	4206
816	18682	4184
817	18704	4161
818	18726	4138
819	18748	4115
820	18772	4092
821	18794	4069
822	18814	4046
823	18836	4023
824	18856	3999
825	18877	3976
826	18898	3953
827	18924	3931
828	18946	3908
829	18968	3885
830	18990	3862
831	19016	3839
832	19058	3820
833	19109	3803
834	19136	3781
835	19159	3758
836	19182	3735
837	19205	3712
838	19225	3689
839	19248	3666
840	19268	3642
841	19288	3619
842	19310	3596
843	19329	3572
844	19351	3549
845	19371	3526
846	19390	3502
847	19414	3479
848	19437	3456
849	19458	3433
850	19479	3410
851	19503	3388
852	19527	3365
853	19546	3341
854	19567	3318
855	19592	3295
856	19613	3272
857	19633	3249
858	19655	3226
859	19676	3203
860	19699	3180
861	19722	3157
862	19748	3135
863	19774	3112
864	19798	3089
865	19818	3066
866	19840	3043
867	19861	3020
868	19883	2997
869	19904	2974
870	19925	2951
871	19947	2928
872	19966	2904
873	19991	2882
874	20016	2859
875	20038	2836
876	20059	2813
877	20081	2790
878	20103	2767
879	20126	2744
880	20146	2721
881	20167	2698
882	20188	2675
883	20209	2651
884	20231	2628
885	20250	2605
886	20275	2583
887	20294	2559
888	20315	2536
889	20335	2513
890	20358	2490
891	20381	2467
892	20404	2444
893	20424	2421
894	20444	2398
895	20465	2375
896	20485	2352
897	20505	2329
898	20528	2306
899	20550	2283
900	20572	2260
901	20593	2237
902	20613	2214
903	20634	2191
904	20654	2168
905	20675	2145
906	20696	2122
907	20718	2099
908	20740	2076
909	20759	2053
910	20778	2029
911	20802	2007
912	20830	1984
913	20852	1962
914	20878	1939
915	20900	1916
916	20919	1893
917	20943	1870
918	20964	1847
919	20985	1824
920	21006	1801
921	21027	1778
922	21054	1756
923	21077	1733
924	21098	1710
925	21119	1687
926	21142	1664
927	21163	1642
928	21187	1619
929	21212	1596
930	21234	1573
931	21259	1551
932	21278	1528
933	21298	1505
934	21317	1481
935	21343	1459
936	21366	1436
937	21390	1413
938	21413	1391
939	21433	1368
940	21449	1344
941	21475	1322
942	21495	1299
943	21515	1276
944	21539	1253
945	21563	1230
946	21583	1207
947	21610	1185
948	21630	1162
949	21653	1139
950	21674	1116
951	21695	1093
952	21715	1070
953	21739	1048
954	21761	1025
955	21785	1002
956	21806	979
957	21826	956
958	21848	934
959	21865	911
960	21888	888
961	21909	865
962	21930	842
963	21952	819
964	21976	797
965	21998	774
966	22021	751
967	22040	728
968	22060	705
969	22082	682
970	22104	660
971	22128	637
972	22150	614
973	22169	591
974	22190	568
975	22212	546
976	22236	523
977	22258	500
978	22277	477
979	22302	455
980	22319	432
981	22341	409
982	22366	386
983	22383	363
984	22404	341
985	22423	318
986	22446	295
987	22466	272
988	22487	250
989	22513	227
990	22534	204
991	22556	181
992	22579	159
993	22602	136
994	22626	113
995	22651	90
996	22671	68
997	22693	45
998	22716	22
999	22738	0
